
1731634443458,55,HTTP Request,200,OK,Thread Group 1-1,text,true,,21909,614,3,3,https://www.saes.cecyt9.ipn.mx/(X(1)S(xy0vtt45iwpjt0qr52dh5b45))/default.aspx?AspxAutoDetectCookieSupport=1,4,0,3
1731634443458,4,HTTP Request-0,302,Redirect,Thread Group 1-1,text,true,,406,124,3,3,http://www.saes.cecyt9.ipn.mx/,4,0,3
1731634443463,30,HTTP Request-1,302,Found,Thread Group 1-1,text,true,,492,124,3,3,https://www.saes.cecyt9.ipn.mx/,30,0,26
1731634443493,7,HTTP Request-2,302,Found,Thread Group 1-1,text,true,,510,166,3,3,https://www.saes.cecyt9.ipn.mx/default.aspx?AspxAutoDetectCookieSupport=1,7,0,5
1731634443500,13,HTTP Request-3,200,OK,Thread Group 1-1,text,true,,20501,200,3,3,https://www.saes.cecyt9.ipn.mx/(X(1)S(xy0vtt45iwpjt0qr52dh5b45))/default.aspx?AspxAutoDetectCookieSupport=1,13,0,0
1731634443497,64,HTTP Request,200,OK,Thread Group 1-2,text,true,,21909,614,7,7,https://www.saes.cecyt9.ipn.mx/(X(1)S(0qge5455ibh4nerlrrviog45))/default.aspx?AspxAutoDetectCookieSupport=1,4,0,1
1731634443497,4,HTTP Request-0,302,Redirect,Thread Group 1-2,text,true,,406,124,7,7,http://www.saes.cecyt9.ipn.mx/,4,0,1
1731634443502,39,HTTP Request-1,302,Found,Thread Group 1-2,text,true,,492,124,7,7,https://www.saes.cecyt9.ipn.mx/,39,0,30
1731634443541,10,HTTP Request-2,302,Found,Thread Group 1-2,text,true,,510,166,7,7,https://www.saes.cecyt9.ipn.mx/default.aspx?AspxAutoDetectCookieSupport=1,10,0,7
1731634443551,10,HTTP Request-3,200,OK,Thread Group 1-2,text,true,,20501,200,7,7,https://www.saes.cecyt9.ipn.mx/(X(1)S(0qge5455ibh4nerlrrviog45))/default.aspx?AspxAutoDetectCookieSupport=1,9,0,0
1731634443521,45,HTTP Request,200,OK,Thread Group 1-4,text,true,,21909,614,11,11,https://www.saes.cecyt9.ipn.mx/(X(1)S(eaojv3avaxi2ff55rf0upc55))/default.aspx?AspxAutoDetectCookieSupport=1,3,0,2
1731634443521,3,HTTP Request-0,302,Redirect,Thread Group 1-4,text,true,,406,124,11,11,http://www.saes.cecyt9.ipn.mx/,3,0,2
1731634443524,26,HTTP Request-1,302,Found,Thread Group 1-4,text,true,,492,124,11,11,https://www.saes.cecyt9.ipn.mx/,26,0,23
1731634443550,7,HTTP Request-2,302,Found,Thread Group 1-4,text,true,,510,166,11,11,https://www.saes.cecyt9.ipn.mx/default.aspx?AspxAutoDetectCookieSupport=1,7,0,5
1731634443557,9,HTTP Request-3,200,OK,Thread Group 1-4,text,true,,20501,200,11,11,https://www.saes.cecyt9.ipn.mx/(X(1)S(eaojv3avaxi2ff55rf0upc55))/default.aspx?AspxAutoDetectCookieSupport=1,8,0,0
1731634443516,56,HTTP Request,200,OK,Thread Group 1-3,text,true,,21909,614,10,10,https://www.saes.cecyt9.ipn.mx/(X(1)S(pgzr1nzz1kxz4n45mqhix0eq))/default.aspx?AspxAutoDetectCookieSupport=1,5,0,3
1731634443516,5,HTTP Request-0,302,Redirect,Thread Group 1-3,text,true,,406,124,10,10,http://www.saes.cecyt9.ipn.mx/,5,0,3
1731634443521,33,HTTP Request-1,302,Found,Thread Group 1-3,text,true,,492,124,10,10,https://www.saes.cecyt9.ipn.mx/,32,0,30
1731634443554,6,HTTP Request-2,302,Found,Thread Group 1-3,text,true,,510,166,10,10,https://www.saes.cecyt9.ipn.mx/default.aspx?AspxAutoDetectCookieSupport=1,6,0,4
1731634443560,12,HTTP Request-3,200,OK,Thread Group 1-3,text,true,,20501,200,10,10,https://www.saes.cecyt9.ipn.mx/(X(1)S(pgzr1nzz1kxz4n45mqhix0eq))/default.aspx?AspxAutoDetectCookieSupport=1,10,0,0
1731634443524,59,HTTP Request,200,OK,Thread Group 1-5,text,true,,21909,614,9,9,https://www.saes.cecyt9.ipn.mx/(X(1)S(sjcdnqyjb5v4l355ab4mni55))/default.aspx?AspxAutoDetectCookieSupport=1,4,0,1
1731634443524,4,HTTP Request-0,302,Redirect,Thread Group 1-5,text,true,,406,124,9,9,http://www.saes.cecyt9.ipn.mx/,4,0,1
1731634443528,29,HTTP Request-1,302,Found,Thread Group 1-5,text,true,,492,124,9,9,https://www.saes.cecyt9.ipn.mx/,28,0,27
1731634443557,6,HTTP Request-2,302,Found,Thread Group 1-5,text,true,,510,166,9,9,https://www.saes.cecyt9.ipn.mx/default.aspx?AspxAutoDetectCookieSupport=1,6,0,4
1731634443563,20,HTTP Request-3,200,OK,Thread Group 1-5,text,true,,20501,200,9,9,https://www.saes.cecyt9.ipn.mx/(X(1)S(sjcdnqyjb5v4l355ab4mni55))/default.aspx?AspxAutoDetectCookieSupport=1,20,0,0
1731634443528,80,HTTP Request,200,OK,Thread Group 1-6,text,true,,21909,614,8,8,https://www.saes.cecyt9.ipn.mx/(X(1)S(ij3w5ruj5iq1ev2dpy2bhp55))/default.aspx?AspxAutoDetectCookieSupport=1,4,0,1
1731634443528,4,HTTP Request-0,302,Redirect,Thread Group 1-6,text,true,,406,124,8,8,http://www.saes.cecyt9.ipn.mx/,4,0,1
